Season,Week,Day,Date,AwayTeam,HomeTeam,Quarter,DriveNumber,TeamWithPossession,IsScoringDrive,PlayNumberInDrive,IsScoringPlay,PlayOutcome,PlayStart,PlayTimeFormation,PlayDescription
2025,Week 9,THU,10/30,Ravens,Dolphins,1st Quarter,3,Miami Dolphins,0,2,0,Fumble,2nd & 7 at MIA 7,09:46 1st Shotgun,"— T.Tagovailoa pass short right to T.Washington to MIA 18 for 11 yards (A.Gilman; T.Buchanan). FUMBLES (A.Gilman), RECOVERED by BAL-A.Gilman at MIA 18. A.Gilman to MIA 7 for 11 yards (T.Washington; G.Dulcich)."
2025,Week 9,THU,10/30,Ravens,Dolphins,1st Quarter,4,Baltimore Ravens,1,1,0,6 Yard Run,1st & 7 at MIA 7,09:35 1st,— D.Henry right guard to MIA 1 for 6 yards (I.Melifonwu).
2025,Week 9,THU,10/30,Ravens,Dolphins,1st Quarter,4,Baltimore Ravens,1,2,0,-1 Yard Run,2nd & 1 at MIA 1,09:12 1st No Huddle,"— D.Henry up the middle to MIA 2 for -1 yards (T.Dodson, Ja.Phillips)."
2025,Week 9,THU,10/30,Ravens,Dolphins,1st Quarter,4,Baltimore Ravens,1,3,0,Pass Incomplete,3rd & 2 at MIA 2,08:35 1st,— L.Jackson pass incomplete short middle to I.Likely [M.Butler].
2025,Week 9,THU,10/30,Ravens,Dolphins,1st Quarter,4,Baltimore Ravens,1,4,1,Touchdown,4th & 2 at MIA 2,08:30 1st,"— L.Jackson pass short right to M.Andrews for 2 yards, TOUCHDOWN."
2025,Week 9,THU,10/30,Ravens,Dolphins,1st Quarter,4,Baltimore Ravens,1,5,1,Extra Point,,08:25 1st,"— T.Loop extra point is GOOD, Center-N.Moore, Holder-J.Stout."
2025,Week 9,THU,10/30,Ravens,Dolphins,1st Quarter,5,Miami Dolphins,0,1,0,Kickoff from BAL 35,,Kickoff,— T.Loop kicks 65 yards from BAL 35 to MIA 0. D.Eskridge to MIA 26 for 26 yards (K.Jackson).
2025,Week 9,THU,10/30,Ravens,Dolphins,1st Quarter,5,Miami Dolphins,0,2,0,19 Yard Pass,1st & 10 at MIA 26,08:21 1st Shotgun,— T.Tagovailoa pass short middle to D.Achane ran ob at MIA 45 for 19 yards (R.Smith).
2025,Week 9,THU,10/30,Ravens,Dolphins,1st Quarter,5,Miami Dolphins,0,3,0,6 Yard Run,1st & 10 at MIA 45,07:42 1st,— D.Brunskill reported in as eligible. D.Achane left end to BAL 49 for 6 yards (A.Gilman).
2025,Week 9,THU,10/30,Ravens,Dolphins,1st Quarter,5,Miami Dolphins,0,4,0,-3 Yard Run,2nd & 4 at BAL 49,06:59 1st,— D.Brunskill reported in as eligible. D.Achane right guard to MIA 48 for -3 yards (K.Hamilton).
2025,Week 9,THU,10/30,Ravens,Dolphins,1st Quarter,5,Miami Dolphins,0,5,0,9 Yard Pass,3rd & 7 at MIA 48,06:24 1st Shotgun,— T.Tagovailoa pass short right to G.Dulcich to BAL 43 for 9 yards (N.Wiggins).
2025,Week 9,THU,10/30,Ravens,Dolphins,1st Quarter,5,Miami Dolphins,0,6,0,Pass Incomplete,1st & 10 at BAL 43,05:42 1st Shotgun,— D.Brunskill reported in as eligible. T.Tagovailoa pass incomplete short right to J.Waddle (M.Humphrey).
2025,Week 9,THU,10/30,Ravens,Dolphins,1st Quarter,5,Miami Dolphins,0,7,0,22 Yard Run,2nd & 10 at BAL 43,05:38 1st Shotgun,— D.Brunskill reported in as eligible. D.Achane right tackle pushed ob at BAL 21 for 22 yards (M.Humphrey).
2025,Week 9,THU,10/30,Ravens,Dolphins,1st Quarter,5,Miami Dolphins,0,8,0,3 Yard Run,1st & 10 at BAL 21,05:01 1st,— O.Gordon left tackle to BAL 18 for 3 yards (K.Hamilton; R.Smith).
2025,Week 9,THU,10/30,Ravens,Dolphins,1st Quarter,5,Miami Dolphins,0,9,0,3 Yard Pass,2nd & 7 at BAL 18,04:19 1st Shotgun,— T.Tagovailoa pass short right to O.Gordon to BAL 15 for 3 yards (M.Green; T.Buchanan).
2025,Week 9,THU,10/30,Ravens,Dolphins,1st Quarter,5,Miami Dolphins,0,10,0,3 Yard Pass,3rd & 4 at BAL 15,03:40 1st Shotgun,— T.Tagovailoa pass short right to J.Waddle to BAL 12 for 3 yards (N.Wiggins).
2025,Week 9,THU,10/30,Ravens,Dolphins,1st Quarter,5,Miami Dolphins,0,11,0,-5 Yard Penalty,4th & 1 at BAL 12,02:54 1st Shotgun,"— PENALTY on MIA-L.Borom, False Start, 5 yards, enforced at BAL 12 - No Play."
2025,Week 9,THU,10/30,Ravens,Dolphins,1st Quarter,5,Miami Dolphins,0,12,0,Field Goal No Good,4th & 6 at BAL 17,02:40 1st,"— R.Patterson 35 yard field goal is No Good, Wide Right, Center-J.Cardona, Holder-J.Bailey."
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,1,Baltimore Ravens,1,1,0,1 Yard Run,1st & 10 at BAL 25,02:36 1st,— D.Henry left tackle to BAL 26 for 1 yard (J.Brooks).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,1,Baltimore Ravens,1,2,0,10 Yard Pass,2nd & 9 at BAL 26,01:58 1st Shotgun,— L.Jackson pass short left to Z.Flowers to BAL 36 for 10 yards (D.Trader).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,1,Baltimore Ravens,1,3,0,6 Yard Run,1st & 10 at BAL 36,01:24 1st Shotgun,— D.Henry right guard to BAL 42 for 6 yards (K.Grant).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,1,Baltimore Ravens,1,4,0,0 Yard Run,2nd & 4 at BAL 42,00:48 1st Shotgun,"— L.Jackson right tackle to BAL 42 for no gain (M.Butler, C.Robinson)."
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,1,Baltimore Ravens,1,5,0,35 Yard Pass,3rd & 4 at BAL 42,00:03 1st Shotgun,— L.Jackson pass short right to I.Likely pushed ob at MIA 23 for 35 yards (D.Trader).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,1,Baltimore Ravens,1,6,0,3 Yard Run,1st & 10 at MIA 23,15:00 2nd,— D.Henry right guard to MIA 20 for 3 yards (T.Dodson).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,1,Baltimore Ravens,1,7,1,Touchdown,2nd & 7 at MIA 20,14:17 2nd Shotgun,"— L.Jackson pass short left to M.Andrews for 20 yards, TOUCHDOWN."
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,1,Baltimore Ravens,1,8,1,Extra Point,,14:10 2nd,"— T.Loop extra point is GOOD, Center-N.Moore, Holder-J.Stout."
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,2,Miami Dolphins,0,1,0,Kickoff from BAL 35,,Kickoff,"— T.Loop kicks 65 yards from BAL 35 to end zone, Touchback to the MIA 35."
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,2,Miami Dolphins,0,2,0,7 Yard Run,1st & 10 at MIA 35,14:10 2nd,— D.Brunskill reported in as eligible. M.Washington left tackle to MIA 42 for 7 yards (N.Wiggins; T.Buchanan).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,2,Miami Dolphins,0,3,0,6 Yard Run,2nd & 3 at MIA 42,13:22 2nd,— D.Achane right tackle to MIA 48 for 6 yards (T.Jones; A.Gilman).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,2,Miami Dolphins,0,4,0,9 Yard Pass,1st & 10 at MIA 48,12:46 2nd,— T.Tagovailoa pass short left to G.Dulcich to BAL 43 for 9 yards (N.Wiggins; K.Hamilton).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,2,Miami Dolphins,0,5,0,-15 Yard Penalty,2nd & 1 at BAL 43,12:03 2nd,"— T.Tagovailoa pass deep right to J.Waddle to BAL 7 for 36 yards (M.Starks). PENALTY on MIA-O.Gordon, Tripping, 15 yards, enforced at BAL 43 - No Play."
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,2,Miami Dolphins,0,6,0,Pass Incomplete,2nd & 16 at MIA 42,11:36 2nd Shotgun,— T.Tagovailoa pass incomplete deep left to T.Conner.
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,2,Miami Dolphins,0,7,0,5 Yard Pass,3rd & 16 at MIA 42,11:30 2nd Shotgun,— T.Tagovailoa pass short left to D.Achane to MIA 47 for 5 yards (R.Smith).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,2,Miami Dolphins,0,8,0,Punt,4th & 11 at MIA 47,10:48 2nd,"— J.Bailey punts 47 yards to BAL 6, Center-J.Cardona. L.Wester to BAL 23 for 17 yards (K.Britt)."
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,3,Baltimore Ravens,0,1,0,-10 Yard Sack,1st & 10 at BAL 23,10:38 2nd,— L.Jackson sacked at BAL 13 for -10 yards (B.Jones).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,3,Baltimore Ravens,0,2,0,14 Yard Run,2nd & 20 at BAL 13,09:50 2nd Shotgun,— D.Henry up the middle to BAL 27 for 14 yards (D.Trader; M.Fitzpatrick).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,3,Baltimore Ravens,0,3,0,Pass Incomplete,3rd & 6 at BAL 27,09:09 2nd Shotgun,"— L.Jackson pass incomplete deep right to R.Bateman. PENALTY on BAL-R.Bateman, Unsportsmanlike Conduct, 13 yards, enforced at BAL 27."
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,3,Baltimore Ravens,0,4,0,Punt,4th & 19 at BAL 14,09:05 2nd,"— J.Stout punts 60 yards to MIA 26, Center-N.Moore. M.Washington to BAL 39 for 35 yards (J.Stout). PENALTY on BAL-K.Jackson, Offensive Holding, 10 yards, enforced at BAL 39."
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,4,Miami Dolphins,1,1,0,Pass Incomplete,1st & 10 at BAL 29,08:49 2nd Shotgun,— T.Tagovailoa pass incomplete short middle.
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,4,Miami Dolphins,1,2,0,Pass Incomplete,2nd & 10 at BAL 29,08:45 2nd Shotgun,— T.Tagovailoa pass incomplete short middle to J.Waddle.
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,4,Miami Dolphins,1,3,0,4 Yard Pass,3rd & 10 at BAL 29,08:42 2nd Shotgun,— T.Tagovailoa pass short right to D.Achane to BAL 25 for 4 yards (R.Smith).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,4,Miami Dolphins,1,4,1,Field Goal,4th & 6 at BAL 25,08:02 2nd,"— R.Patterson 43 yard field goal is GOOD, Center-J.Cardona, Holder-J.Bailey."
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,5,Baltimore Ravens,0,1,0,Kickoff from MIA 35,,Kickoff,— R.Patterson kicks 61 yards from MIA 35 to BAL 4. K.Mitchell pushed ob at BAL 28 for 24 yards (E.Bonner).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,5,Baltimore Ravens,0,2,0,7 Yard Pass,1st & 10 at BAL 28,07:52 2nd Shotgun,— L.Jackson pass short middle to K.Mitchell to BAL 35 for 7 yards (J.Brooks; T.Dodson).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,5,Baltimore Ravens,0,3,0,2 Yard Run,2nd & 3 at BAL 35,07:14 2nd,— D.Henry right guard to BAL 37 for 2 yards (Jo.Phillips; R.Douglas).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,5,Baltimore Ravens,0,4,0,-1 Yard Run,3rd & 1 at BAL 37,06:32 2nd,"— D.Henry left end to BAL 36 for -1 yards (R.Douglas, D.Trader)."
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,5,Baltimore Ravens,0,5,0,Punt,4th & 2 at BAL 36,05:47 2nd,"— J.Stout punts 64 yards to end zone, Center-N.Moore, Touchback."
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,6,Miami Dolphins,0,1,0,0 Yard Run,1st & 10 at MIA 20,05:37 2nd Shotgun,— D.Brunskill reported in as eligible. D.Achane right tackle to MIA 20 for no gain (K.Hamilton; J.Jenkins). BAL-K.Hamilton was injured during the play.
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,6,Miami Dolphins,0,2,0,-5 Yard Penalty,2nd & 10 at MIA 20,05:12 2nd Shotgun,"— PENALTY on MIA-C.Strange, False Start, 5 yards, enforced at MIA 20 - No Play."
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,6,Miami Dolphins,0,3,0,8 Yard Pass,2nd & 15 at MIA 15,05:04 2nd Shotgun,— T.Tagovailoa pass short left to M.Washington to MIA 23 for 8 yards (K.Hamilton). ** Injury Update: BAL-K.Hamilton has returned to the game.
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,6,Miami Dolphins,0,4,0,Timeout,,04:17 2nd,— Timeout #1 by BAL at 04:17.
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,6,Miami Dolphins,0,5,0,14 Yard Pass,3rd & 7 at MIA 23,04:17 2nd Shotgun,— T.Tagovailoa pass short right to J.Waddle to MIA 37 for 14 yards (R.Smith).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,6,Miami Dolphins,0,6,0,24 Yard Pass,1st & 10 at MIA 37,03:43 2nd,— T.Tagovailoa pass short right to J.Waddle to BAL 39 for 24 yards (M.Starks).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,6,Miami Dolphins,0,7,0,3 Yard Run,1st & 10 at BAL 39,02:58 2nd Shotgun,— M.Washington right end to BAL 36 for 3 yards (M.Starks). MIA-O.Gordon was injured during the play.
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,6,Miami Dolphins,0,8,0,15 Yard Run,2nd & 7 at BAL 36,02:30 2nd Shotgun,— D.Achane right tackle pushed ob at BAL 21 for 15 yards (T.Buchanan).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,6,Miami Dolphins,0,9,0,1 Yard Run,1st & 10 at BAL 21,02:00 2nd,— D.Achane right tackle to BAL 20 for 1 yard (J.Jenkins; T.Jones).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,6,Miami Dolphins,0,10,0,7 Yard Run,2nd & 9 at BAL 20,01:16 2nd Shotgun,— D.Achane right tackle to BAL 13 for 7 yards (T.Buchanan; R.Smith).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,6,Miami Dolphins,0,11,0,Timeout,,01:11 2nd,— Timeout #2 by BAL at 01:11.
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,6,Miami Dolphins,0,12,0,0 Yard Run,3rd & 2 at BAL 13,01:11 2nd,— D.Achane left guard to BAL 13 for no gain (R.Smith).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,6,Miami Dolphins,0,13,0,Timeout,,01:08 2nd,— Timeout #3 by BAL at 01:08.
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,6,Miami Dolphins,0,14,0,Pass Incomplete,4th & 2 at BAL 13,01:08 2nd Shotgun,— T.Tagovailoa pass incomplete short right to D.Achane.
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,7,Baltimore Ravens,0,1,0,Pass Incomplete,1st & 10 at BAL 13,01:04 2nd Shotgun,— L.Jackson pass incomplete deep left to M.Andrews (Z.Sieler).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,7,Baltimore Ravens,0,2,0,4 Yard Pass,2nd & 10 at BAL 13,00:56 2nd Shotgun,— L.Jackson pass short left to J.Hill to BAL 17 for 4 yards (T.Dodson; J.Brooks).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,7,Baltimore Ravens,0,3,0,Timeout,,00:46 2nd,— Timeout #2 by MIA at 00:46.
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,7,Baltimore Ravens,0,4,0,4 Yard Pass,3rd & 6 at BAL 17,00:46 2nd Shotgun,"— L.Jackson pass short right to R.Bateman to BAL 21 for 4 yards (R.Douglas). Penalty on BAL-Z.Flowers, Offensive Offside, declined."
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,7,Baltimore Ravens,0,5,0,Punt,4th & 2 at BAL 21,00:41 2nd,"— J.Stout punts 63 yards to MIA 16, Center-N.Moore. M.Washington to MIA 19 for 3 yards (T.Tampa)."
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,8,Miami Dolphins,0,1,0,12 Yard Run,1st & 10 at MIA 19,00:30 2nd Shotgun,— D.Achane left tackle to MIA 31 for 12 yards (R.Smith).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,8,Miami Dolphins,0,2,0,Timeout,,00:24 2nd,— Timeout #3 by MIA at 00:24.
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,8,Miami Dolphins,0,3,0,2 Yard Pass,1st & 10 at MIA 31,00:24 2nd Shotgun,— T.Tagovailoa pass short left to D.Achane ran ob at MIA 33 for 2 yards (R.Smith).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,8,Miami Dolphins,0,4,0,16 Yard Pass,2nd & 8 at MIA 33,00:19 2nd Shotgun,— T.Tagovailoa pass short middle to G.Dulcich to MIA 49 for 16 yards (R.Smith).
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,8,Miami Dolphins,0,5,0,Pass Incomplete,1st & 10 at MIA 49,00:05 2nd No Huddle,— T.Tagovailoa spiked the ball to stop the clock.
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,8,Miami Dolphins,0,6,0,Pass Incomplete,2nd & 10 at MIA 49,00:04 2nd Shotgun,— T.Tagovailoa pass incomplete short left to J.Waddle.
2025,Week 9,THU,10/30,Ravens,Dolphins,2nd Quarter,8,Miami Dolphins,0,7,0,-10 Yard Sack,3rd & 10 at MIA 49,00:01 2nd Shotgun,— T.Tagovailoa sacked at MIA 39 for -10 yards (sack split by M.Green and D.Ojabo).
2025,Week 9,THU,10/30,Ravens,Dolphins,3rd Quarter,1,Baltimore Ravens,1,1,0,Kickoff from MIA 35,,Kickoff,— R.Patterson kicks 56 yards from MIA 35 to BAL 9. R.Ali pushed ob at BAL 32 for 23 yards (I.Johnson).
2025,Week 9,THU,10/30,Ravens,Dolphins,3rd Quarter,1,Baltimore Ravens,1,2,0,2 Yard Run,1st & 10 at BAL 32,14:57 3rd Shotgun,— D.Henry up the middle to BAL 34 for 2 yards (B.Chubb).
2025,Week 9,THU,10/30,Ravens,Dolphins,3rd Quarter,1,Baltimore Ravens,1,3,0,2 Yard Pass,2nd & 8 at BAL 34,14:20 3rd Shotgun,— L.Jackson pass short left to D.Henry to BAL 36 for 2 yards (T.Dodson; J.Brooks).
2025,Week 9,THU,10/30,Ravens,Dolphins,3rd Quarter,1,Baltimore Ravens,1,4,0,13 Yard Run,3rd & 6 at BAL 36,13:35 3rd Shotgun,— L.Jackson scrambles left tackle to BAL 49 for 13 yards (T.Dodson). MIA-J.Jones was injured during the play.
2025,Week 9,THU,10/30,Ravens,Dolphins,3rd Quarter,1,Baltimore Ravens,1,5,0,10 Yard Pass,1st & 10 at BAL 49,12:56 3rd Shotgun,— L.Jackson pass short middle to I.Likely to MIA 41 for 10 yards (M.Fitzpatrick).
2025,Week 9,THU,10/30,Ravens,Dolphins,3rd Quarter,1,Baltimore Ravens,1,6,0,3 Yard Pass,1st & 10 at MIA 41,12:19 3rd Shotgun,— L.Jackson pass short left to Z.Flowers to MIA 38 for 3 yards (J.Brooks; M.Fitzpatrick).
2025,Week 9,THU,10/30,Ravens,Dolphins,3rd Quarter,1,Baltimore Ravens,1,7,0,9 Yard Pass,2nd & 7 at MIA 38,11:38 3rd Shotgun,— L.Jackson pass short right to J.Hill to MIA 29 for 9 yards (M.Judon; T.Dodson). ** Injury Update: MIA-J.Jones has returned to the game.
2025,Week 9,THU,10/30,Ravens,Dolphins,3rd Quarter,1,Baltimore Ravens,1,8,0,15 Yard Pass,1st & 10 at MIA 29,10:58 3rd,— L.Jackson pass short middle to I.Likely to MIA 14 for 15 yards (R.Douglas).
2025,Week 9,THU,10/30,Ravens,Dolphins,3rd Quarter,1,Baltimore Ravens,1,9,0,4 Yard Run,1st & 10 at MIA 14,10:15 3rd Shotgun,— K.Mitchell left end pushed ob at MIA 10 for 4 yards (M.Fitzpatrick).
2025,Week 9,THU,10/30,Ravens,Dolphins,3rd Quarter,1,Baltimore Ravens,1,10,0,5 Yard Pass,2nd & 6 at MIA 10,09:34 3rd Shotgun,— L.Jackson pass short middle to Z.Flowers to MIA 5 for 5 yards (J.Brooks).
2025,Week 9,THU,10/30,Ravens,Dolphins,3rd Quarter,1,Baltimore Ravens,1,11,0,2 Yard Run,3rd & 1 at MIA 5,08:58 3rd,— Direct snap to M.Andrews. M.Andrews up the middle to MIA 3 for 2 yards (M.Judon; B.Jones).
2025,Week 9,THU,10/30,Ravens,Dolphins,3rd Quarter,1,Baltimore Ravens,1,12,1,Touchdown,1st & 3 at MIA 3,08:14 3rd,"— L.Jackson pass short left to C.Kolar for 3 yards, TOUCHDOWN."
2025,Week 9,THU,10/30,Ravens,Dolphins,3rd Quarter,1,Baltimore Ravens,1,13,1,Extra Point,,08:09 3rd,"— T.Loop extra point is GOOD, Center-N.Moore, Holder-J.Stout."
2025,Week 9,THU,10/30,Ravens,Dolphins,3rd Quarter,2,Miami Dolphins,0,1,0,Kickoff from BAL 35,,Kickoff,"— T.Loop kicks 59 yards from BAL 35 to MIA 6. D.Eskridge to MIA 29 for 23 yards (J.Hummel). PENALTY on MIA-T.Conner, Illegal Block Above the Waist, 10 yards, enforced at MIA 23."
2025,Week 9,THU,10/30,Ravens,Dolphins,3rd Quarter,2,Miami Dolphins,0,2,0,-6 Yard Sack,1st & 10 at MIA 13,08:03 3rd,— T.Tagovailoa sacked at MIA 7 for -6 yards (sack split by B.Urban and T.Jones).
2025,Week 9,THU,10/30,Ravens,Dolphins,3rd Quarter,2,Miami Dolphins,0,3,0,-1 Yard Run,2nd & 16 at MIA 7,07:20 3rd Shotgun,— D.Achane right tackle to MIA 6 for -1 yards (T.Jones).
2025,Week 9,THU,10/30,Ravens,Dolphins,3rd Quarter,2,Miami Dolphins,0,4,0,Pass Incomplete,3rd & 17 at MIA 6,06:38 3rd Shotgun,— T.Tagovailoa pass incomplete short right to D.Achane.
2025,Week 9,THU,10/30,Ravens,Dolphins,3rd Quarter,2,Miami Dolphins,0,5,0,Punt,4th & 17 at MIA 6,06:34 3rd,"— J.Bailey punts 44 yards to 50, Center-J.Cardona, downed by MIA-I.Johnson. PENALTY on BAL-K.Jackson, Offensive Holding, 10 yards, enforced at 50."
2025,Week 9,THU,10/30,Ravens,Dolphins,3rd Quarter,3,Baltimore Ravens,1,1,0,9 Yard Run,1st & 10 at BAL 40,06:23 3rd,— D.Henry up the middle to BAL 49 for 9 yards (Ja.Phillips).
2025,Week 9,THU,10/30,Ravens,Dolphins,3rd Quarter,3,Baltimore Ravens,1,2,0,3 Yard Run,2nd & 1 at BAL 49,05:50 3rd Shotgun,— K.Mitchell left end to MIA 48 for 3 yards (B.Chubb; R.Douglas).
2025,Week 9,THU,10/30,Ravens,Dolphins,3rd Quarter,3,Baltimore Ravens,1,3,0,Timeout,,05:09 3rd,— Timeout #1 by MIA at 05:09.
2025,Week 9,THU,10/30,Ravens,Dolphins,3rd Quarter,3,Baltimore Ravens,1,4,0,39 Yard Pass,1st & 10 at MIA 48,05:09 3rd Shotgun,— L.Jackson pass deep right to Z.Flowers to MIA 9 for 39 yards (D.Trader).
2025,Week 9,THU,10/30,Ravens,Dolphins,3rd Quarter,3,Baltimore Ravens,1,5,1,Touchdown,1st & 9 at MIA 9,04:22 3rd,"— L.Jackson pass short middle to R.Bateman for 9 yards, TOUCHDOWN [Jo.Phillips]. Penalty on MIA-J.Jones, Defensive Holding, declined."
2025,Week 9,THU,10/30,Ravens,Dolphins,3rd Quarter,3,Baltimore Ravens,1,6,1,Extra Point,,04:15 3rd,"— T.Loop extra point is GOOD, Center-N.Moore, Holder-J.Stout."
