Season,Week,Day,Date,AwayTeam,HomeTeam,Quarter,DriveNumber,TeamWithPossession,IsScoringDrive,PlayNumberInDrive,IsScoringPlay,PlayOutcome,PlayStart,PlayTimeFormation,PlayDescription
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,1,Las Vegas Raiders,0,1,0,Kickoff from DEN 35,,Kickoff,"— W.Lutz kicks 65 yards from DEN 35 to end zone, Touchback to the LV 35."
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,1,Las Vegas Raiders,0,2,0,0 Yard Run,1st & 10 at LV 35,15:00 1st,— A.Jeanty up the middle to LV 35 for no gain (T.Hufanga).
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,1,Las Vegas Raiders,0,3,0,4 Yard Pass,2nd & 10 at LV 35,14:24 1st Shotgun,— G.Smith pass short right to D.Thornton to LV 39 for 4 yards (R.Moss).
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,1,Las Vegas Raiders,0,4,0,6 Yard Pass,3rd & 6 at LV 39,13:44 1st Shotgun,— G.Smith pass short right to T.Lockett to LV 45 for 6 yards (J.McMillian).
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,1,Las Vegas Raiders,0,5,0,5 Yard Run,1st & 10 at LV 45,13:07 1st,— A.Jeanty right guard to 50 for 5 yards (E.Uwazurike; A.Singleton).
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,1,Las Vegas Raiders,0,6,0,6 Yard Run,2nd & 5 at 50,12:25 1st,— G.Smith scrambles right end to DEN 44 for 6 yards (B.Jones).
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,1,Las Vegas Raiders,0,7,0,3 Yard Run,1st & 10 at DEN 44,11:48 1st Shotgun,— A.Jeanty up the middle to DEN 41 for 3 yards (D.Greenlaw; D.Tillman).
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,1,Las Vegas Raiders,0,8,0,-5 Yard Penalty,2nd & 7 at DEN 41,11:03 1st Shotgun,"— PENALTY on LV-M.Mayer, False Start, 5 yards, enforced at DEN 41 - No Play."
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,1,Las Vegas Raiders,0,9,0,9 Yard Pass,2nd & 12 at DEN 46,10:44 1st Shotgun,— G.Smith pass short left to T.Lockett ran ob at DEN 37 for 9 yards (T.Hufanga).
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,1,Las Vegas Raiders,0,10,0,-5 Yard Sack,3rd & 3 at DEN 37,10:05 1st Shotgun,— G.Smith sacked at DEN 42 for -5 yards (sack split by E.Uwazurike and Z.Allen).
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,1,Las Vegas Raiders,0,11,0,Punt,4th & 8 at DEN 42,09:20 1st,"— A.Cole punts 40 yards to DEN 2, Center-J.Bobenmoyer, out of bounds."
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,2,Denver Broncos,0,1,0,6 Yard Run,1st & 10 at DEN 2,09:14 1st,— J.Dobbins up the middle to DEN 8 for 6 yards (J.Laulu; E.Roberts).
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,2,Denver Broncos,0,2,0,2 Yard Run,2nd & 4 at DEN 8,08:31 1st,— F.Crum reported in as eligible. J.Dobbins right end pushed ob at DEN 10 for 2 yards (C.Snowden).
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,2,Denver Broncos,0,3,0,1 Yard Run,3rd & 2 at DEN 10,07:54 1st Shotgun,— J.Dobbins left guard to DEN 11 for 1 yard (M.Crosby).
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,2,Denver Broncos,0,4,0,Punt,4th & 1 at DEN 11,07:12 1st,"— J.Crawshaw punts 30 yards to DEN 41, Center-M.Fraboni, out of bounds."
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,3,Las Vegas Raiders,1,1,0,0 Yard Run,1st & 10 at DEN 41,07:07 1st,— A.Jeanty right end to DEN 41 for no gain (A.Singleton).
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,3,Las Vegas Raiders,1,2,0,Pass Incomplete,2nd & 10 at DEN 41,06:29 1st Shotgun,— G.Smith pass incomplete short middle to B.Bowers (Z.Allen).
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,3,Las Vegas Raiders,1,3,0,11 Yard Pass,3rd & 10 at DEN 41,06:26 1st Shotgun,— G.Smith pass short right to R.Mostert pushed ob at DEN 30 for 11 yards (A.Singleton).
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,3,Las Vegas Raiders,1,4,0,7 Yard Run,1st & 10 at DEN 30,05:50 1st,— T.Tucker right end to DEN 23 for 7 yards (R.Moss).
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,3,Las Vegas Raiders,1,5,0,11 Yard Pass,2nd & 3 at DEN 23,05:11 1st Shotgun,— G.Smith pass short middle to M.Mayer to DEN 12 for 11 yards (B.Jones).
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,3,Las Vegas Raiders,1,6,0,6 Yard Run,1st & 10 at DEN 12,04:34 1st,— A.Jeanty right end to DEN 6 for 6 yards (B.Jones; A.Singleton).
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,3,Las Vegas Raiders,1,7,0,2 Yard Pass,2nd & 4 at DEN 6,03:53 1st,— G.Smith pass short right to M.Mayer to DEN 4 for 2 yards (D.Greenlaw).
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,3,Las Vegas Raiders,1,8,1,Touchdown,3rd & 2 at DEN 4,03:06 1st Shotgun,"— A.Jeanty left guard for 4 yards, TOUCHDOWN."
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,3,Las Vegas Raiders,1,9,1,Extra Point,,03:02 1st,"— D.Carlson extra point is GOOD, Center-J.Bobenmoyer, Holder-A.Cole."
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,4,Denver Broncos,0,1,0,Kickoff from LV 35,,Kickoff,"— D.Carlson kicks 65 yards from LV 35 to DEN 0. R.Harvey MUFFS catch, and recovers at DEN 0. R.Harvey to DEN 20 for 20 yards (C.Lindenberg)."
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,4,Denver Broncos,0,2,0,6 Yard Pass,1st & 10 at DEN 20,02:56 1st Shotgun,— B.Nix pass short right to C.Sutton ran ob at DEN 26 for 6 yards.
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,4,Denver Broncos,0,3,0,-9 Yard Sack,2nd & 4 at DEN 26,"02:26 1st No Huddle, Shotgun",— B.Nix sacked at DEN 17 for -9 yards (A.Butler).
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,4,Denver Broncos,0,4,0,Pass Incomplete,3rd & 13 at DEN 17,01:45 1st Shotgun,— B.Nix pass incomplete short right to E.Engram (C.Snowden) [C.Snowden].
2025,Week 10,THU,11/06,Raiders,Broncos,1st Quarter,4,Denver Broncos,0,5,0,Punt,4th & 13 at DEN 17,01:40 1st,"— J.Crawshaw punts 51 yards to LV 32, Center-M.Fraboni. A.Bachman to LV 42 for 10 yards (J.Skinner). PENALTY on LV-D.Holmes, Offensive Holding, 10 yards, enforced at LV 32."
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,1,Las Vegas Raiders,0,1,0,10 Yard Run,1st & 10 at LV 22,01:31 1st Shotgun,— A.Jeanty right guard to LV 32 for 10 yards (T.Hufanga; J.Barron).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,1,Las Vegas Raiders,0,2,0,6 Yard Pass,1st & 10 at LV 32,00:57 1st Shotgun,— G.Smith pass short right to A.Jeanty pushed ob at LV 38 for 6 yards (R.Moss; A.Singleton).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,1,Las Vegas Raiders,0,3,0,-8 Yard Run,2nd & 4 at LV 38,00:21 1st,"— A.Jeanty left end to DEN 30 for 32 yards (R.Moss). PENALTY on LV-J.Bech, Offensive Holding, 10 yards, enforced at LV 40."
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,1,Las Vegas Raiders,0,4,0,Pass Incomplete,2nd & 12 at LV 30,15:00 2nd Shotgun,— G.Smith pass incomplete short left to B.Bowers.
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,1,Las Vegas Raiders,0,5,0,-6 Yard Sack,3rd & 12 at LV 30,14:56 2nd Shotgun,— G.Smith sacked at LV 24 for -6 yards (N.Bonitto). LV-J.Powers-Johnson was injured during the play.
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,1,Las Vegas Raiders,0,6,0,Punt,4th & 18 at LV 24,14:39 2nd,"— A.Cole to LV 11 for -13 yards. FUMBLES, and recovers at LV 11. A.Cole punts 43 yards to DEN 33, out of bounds."
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,2,Denver Broncos,0,1,0,-10 Yard Penalty,1st & 10 at DEN 33,14:31 2nd Shotgun,"— B.Nix pass incomplete short left to R.Harvey. PENALTY on DEN-M.Lewis, Offensive Holding, 10 yards, enforced at DEN 33 - No Play."
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,2,Denver Broncos,0,2,0,4 Yard Run,1st & 20 at DEN 23,14:08 2nd,— R.Harvey left tackle to DEN 27 for 4 yards (A.Butler).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,2,Denver Broncos,0,3,0,Pass Incomplete,2nd & 16 at DEN 27,13:29 2nd Shotgun,— B.Nix pass incomplete short left to C.Sutton.
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,2,Denver Broncos,0,4,0,13 Yard Pass,3rd & 16 at DEN 27,"13:24 2nd No Huddle, Shotgun",— B.Nix pass short right to T.Franklin to DEN 40 for 13 yards (E.Stokes).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,2,Denver Broncos,0,5,0,-5 Yard Penalty,4th & 3 at DEN 40,12:18 2nd No Huddle,"— PENALTY on DEN, Delay of Game, 5 yards, enforced at DEN 40 - No Play."
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,2,Denver Broncos,0,6,0,Punt,4th & 8 at DEN 35,12:05 2nd,"— J.Crawshaw punts 36 yards to LV 29, Center-M.Fraboni, out of bounds."
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,3,Las Vegas Raiders,0,1,0,1 Yard Run,1st & 10 at LV 29,11:59 2nd,— A.Jeanty left tackle to LV 30 for 1 yard (Z.Allen).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,3,Las Vegas Raiders,0,2,0,Pass Incomplete,2nd & 9 at LV 30,11:25 2nd Shotgun,— G.Smith pass incomplete short left to M.Mayer (D.Greenlaw).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,3,Las Vegas Raiders,0,3,0,31 Yard Pass,3rd & 9 at LV 30,11:20 2nd Shotgun,— G.Smith pass short left to B.Bowers pushed ob at DEN 39 for 31 yards (J.Barron).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,3,Las Vegas Raiders,0,4,0,Pass Incomplete,1st & 10 at DEN 39,10:44 2nd Shotgun,— G.Smith pass incomplete short left to A.Jeanty.
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,3,Las Vegas Raiders,0,5,0,3 Yard Pass,2nd & 10 at DEN 39,10:41 2nd Shotgun,— G.Smith pass short right to T.Tucker to DEN 36 for 3 yards (N.Bonitto).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,3,Las Vegas Raiders,0,6,0,5 Yard Penalty,3rd & 7 at DEN 36,09:59 2nd Shotgun,"— G.Smith pass incomplete short left to T.Tucker. PENALTY on DEN-J.Cooper, Defensive Offside, 5 yards, enforced at DEN 36 - No Play."
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,3,Las Vegas Raiders,0,7,0,0 Yard Run,3rd & 2 at DEN 31,09:54 2nd,— G.Smith up the middle to DEN 31 for no gain (E.Uwazurike).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,3,Las Vegas Raiders,0,8,0,-10 Yard Penalty,4th & 2 at DEN 31,09:13 2nd,"— G.Smith pass short right to T.Tucker for 31 yards, TOUCHDOWN NULLIFIED by Penalty [D.Tillman]. PENALTY on LV-D.Thornton, Offensive Pass Interference, 10 yards, enforced at DEN 31 - No Play."
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,3,Las Vegas Raiders,0,9,0,Punt,4th & 12 at DEN 41,09:06 2nd,"— A.Cole punts 40 yards to DEN 1, Center-J.Bobenmoyer, out of bounds."
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,4,Denver Broncos,0,1,0,7 Yard Pass,1st & 10 at DEN 1,08:58 2nd,— B.Nix pass short left to J.Dobbins pushed ob at DEN 8 for 7 yards (J.Adams).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,4,Denver Broncos,0,2,0,2 Yard Pass,2nd & 3 at DEN 8,"08:30 2nd No Huddle, Shotgun",— B.Nix pass short right to T.Franklin to DEN 10 for 2 yards (E.Stokes).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,4,Denver Broncos,0,3,0,Pass Incomplete,3rd & 1 at DEN 10,"07:53 2nd No Huddle, Shotgun",— B.Nix pass incomplete short left to E.Engram (J.Laulu).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,4,Denver Broncos,0,4,0,Punt,4th & 1 at DEN 10,07:46 2nd,"— J.Crawshaw punts 38 yards to DEN 48, Center-M.Fraboni, out of bounds. PENALTY on DEN-J.Skinner, Player Out of Bounds on Kick, 5 yards, enforced at DEN 48."
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,5,Las Vegas Raiders,0,1,0,Pass Incomplete,1st & 10 at DEN 43,07:40 2nd Shotgun,"— G.Smith pass incomplete short left to T.Tucker. PENALTY on LV-T.Tucker, Illegal Touch Pass, 0 yards, enforced at DEN 43."
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,5,Las Vegas Raiders,0,2,0,-4 Yard Run,2nd & 10 at DEN 43,07:26 2nd,— B.Bowers right end to DEN 47 for -4 yards (N.Bonitto).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,5,Las Vegas Raiders,0,3,0,9 Yard Pass,3rd & 14 at DEN 47,06:45 2nd Shotgun,— G.Smith pass short left to M.Mayer pushed ob at DEN 38 for 9 yards (J.Barron).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,5,Las Vegas Raiders,0,4,0,Turnover on Downs,4th & 5 at DEN 38,06:03 2nd Shotgun,— G.Smith sacked at DEN 47 for -9 yards (T.Hufanga).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,6,Denver Broncos,1,1,0,13 Yard Run,1st & 10 at DEN 47,05:58 2nd Shotgun,— J.Dobbins right end pushed ob at LV 40 for 13 yards (D.White).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,6,Denver Broncos,1,2,0,-10 Yard Penalty,1st & 10 at LV 40,05:18 2nd,"— F.Crum reported in as eligible. J.Dobbins right guard to LV 39 for 1 yard (E.Roberts; M.Crosby). PENALTY on DEN-A.Trautman, Offensive Holding, 10 yards, enforced at LV 40 - No Play."
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,6,Denver Broncos,1,3,0,2 Yard Pass,1st & 20 at 50,04:54 2nd Shotgun,— B.Nix pass short right to R.Harvey to LV 48 for 2 yards (J.Adams).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,6,Denver Broncos,1,4,0,43 Yard Pass,2nd & 18 at LV 48,04:10 2nd Shotgun,— B.Nix pass deep right to P.Bryant pushed ob at LV 5 for 43 yards (L.Johnson).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,6,Denver Broncos,1,5,0,-2 Yard Run,1st & 5 at LV 5,03:27 2nd Shotgun,— R.Harvey left end pushed ob at LV 7 for -2 yards (J.Chinn).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,6,Denver Broncos,1,6,1,Touchdown,2nd & 7 at LV 7,02:45 2nd Shotgun,"— B.Nix pass short middle to T.Franklin for 7 yards, TOUCHDOWN."
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,6,Denver Broncos,1,7,1,Extra Point,,02:41 2nd,"— W.Lutz extra point is GOOD, Center-M.Fraboni, Holder-J.Crawshaw."
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,7,Las Vegas Raiders,0,1,0,Kickoff from DEN 35,,Kickoff,"— W.Lutz kicks 65 yards from DEN 35 to end zone, Touchback to the LV 35."
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,7,Las Vegas Raiders,0,2,0,Sack,1st & 10 at LV 35,02:41 2nd Shotgun,— G.Smith sacked at LV 35 for 0 yards (M.Roach).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,7,Las Vegas Raiders,0,3,0,Timeout,,02:36 2nd,— Timeout #1 by DEN at 02:36.
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,7,Las Vegas Raiders,0,4,0,4 Yard Run,2nd & 10 at LV 35,02:36 2nd Shotgun,— A.Jeanty up the middle to LV 39 for 4 yards (A.Singleton; D.Greenlaw).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,7,Las Vegas Raiders,0,5,0,Timeout,,02:31 2nd,— Timeout #2 by DEN at 02:31.
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,7,Las Vegas Raiders,0,6,0,-6 Yard Sack,3rd & 6 at LV 39,02:31 2nd Shotgun,— G.Smith sacked at LV 33 for -6 yards (sack split by Z.Allen and N.Bonitto).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,7,Las Vegas Raiders,0,7,0,Punt,4th & 12 at LV 33,02:00 2nd,"— A.Cole punts 39 yards to DEN 28, Center-J.Bobenmoyer. M.Bandy to DEN 27 for -1 yards (J.Bobenmoyer; T.Eichenberg)."
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,8,Denver Broncos,0,1,0,Pass Incomplete,1st & 10 at DEN 27,01:50 2nd Shotgun,— B.Nix pass incomplete short right to T.Badie.
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,8,Denver Broncos,0,2,0,7 Yard Pass,2nd & 10 at DEN 27,01:45 2nd Shotgun,— B.Nix pass short right to E.Engram to DEN 34 for 7 yards (D.White).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,8,Denver Broncos,0,3,0,-10 Yard Penalty,3rd & 3 at DEN 34,"01:27 2nd No Huddle, Shotgun","— B.Nix pass short right to P.Bryant to DEN 47 for 13 yards (J.Chinn). PENALTY on DEN-P.Bryant, Offensive Pass Interference, 10 yards, enforced at DEN 34 - No Play."
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,8,Denver Broncos,0,4,0,14 Yard Pass,3rd & 13 at DEN 24,01:21 2nd Shotgun,— B.Nix pass short left to C.Sutton to DEN 38 for 14 yards (J.Chinn).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,8,Denver Broncos,0,5,0,-5 Yard Penalty,1st & 10 at DEN 38,"00:58 2nd No Huddle, Shotgun","— PENALTY on DEN-M.McGlinchey, False Start, 5 yards, enforced at DEN 38 - No Play."
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,8,Denver Broncos,0,6,0,Pass Incomplete,1st & 15 at DEN 33,00:48 2nd Shotgun,— B.Nix pass incomplete deep right to T.Franklin.
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,8,Denver Broncos,0,7,0,Interception,2nd & 15 at DEN 33,00:43 2nd Shotgun,— B.Nix pass deep middle intended for T.Franklin INTERCEPTED by K.Kelly at LV 10. K.Kelly to LV 36 for 26 yards (P.Bryant).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,9,Las Vegas Raiders,0,1,0,Pass Incomplete,1st & 10 at LV 36,00:27 2nd Shotgun,— G.Smith pass incomplete short right to D.Thornton.
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,9,Las Vegas Raiders,0,2,0,Timeout,,00:21 2nd,— Timeout #1 by LV at 00:21.
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,9,Las Vegas Raiders,0,3,0,9 Yard Pass,2nd & 10 at LV 36,00:21 2nd Shotgun,— G.Smith pass short left to T.Lockett ran ob at LV 45 for 9 yards (J.McMillian).
2025,Week 10,THU,11/06,Raiders,Broncos,2nd Quarter,9,Las Vegas Raiders,0,4,0,-7 Yard Pass,3rd & 1 at LV 45,00:15 2nd Shotgun,"— G.Smith pass short left to A.Jeanty to LV 38 for -7 yards (D.Greenlaw) [N.Bonitto]. FUMBLES (D.Greenlaw), ball out of bounds at LV 39."
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,1,Denver Broncos,0,1,0,Kickoff from LV 35,,Kickoff,"— D.Carlson kicks 63 yards from LV 35 to DEN 2. R.Harvey to DEN 17 for 15 yards (T.Eichenberg). PENALTY on DEN-P.Bryant, Offensive Holding, 8 yards, enforced at DEN 17."
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,1,Denver Broncos,0,2,0,-5 Yard Penalty,1st & 10 at DEN 9,14:54 3rd,"— PENALTY on DEN-M.Lewis, False Start, 5 yards, enforced at DEN 9 - No Play."
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,1,Denver Broncos,0,3,0,3 Yard Run,1st & 15 at DEN 4,14:54 3rd,— J.Dobbins left tackle to DEN 7 for 3 yards (J.Chinn; J.Laulu).
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,1,Denver Broncos,0,4,0,Pass Incomplete,2nd & 12 at DEN 7,14:11 3rd Shotgun,— B.Nix pass incomplete short right to R.Harvey.
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,1,Denver Broncos,0,5,0,Pass Incomplete,3rd & 12 at DEN 7,14:07 3rd Shotgun,— B.Nix pass incomplete short left to P.Bryant.
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,1,Denver Broncos,0,6,0,Punt,4th & 12 at DEN 7,14:03 3rd,"— J.Crawshaw punts 54 yards to LV 39, Center-M.Fraboni. A.Bachman pushed ob at DEN 46 for 15 yards (D.Tillman). PENALTY on LV-T.McCollum, Offensive Holding, 10 yards, enforced at LV 39."
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,2,Las Vegas Raiders,0,1,0,5 Yard Run,1st & 10 at LV 29,13:50 3rd,— A.Jeanty left guard to LV 34 for 5 yards (D.Greenlaw; T.Hufanga).
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,2,Las Vegas Raiders,0,2,0,3 Yard Run,2nd & 5 at LV 34,13:17 3rd,— A.Jeanty right guard to LV 37 for 3 yards (A.Singleton; J.Franklin-Myers).
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,2,Las Vegas Raiders,0,3,0,Timeout,,12:31 3rd,— Timeout #1 by LV at 12:31.
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,2,Las Vegas Raiders,0,4,0,Pass Incomplete,3rd & 2 at LV 37,12:31 3rd Shotgun,— G.Smith pass incomplete short right to T.Lockett.
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,2,Las Vegas Raiders,0,5,0,Punt,4th & 2 at LV 37,12:27 3rd,"— A.Cole punts 47 yards to DEN 16, Center-J.Bobenmoyer, fair catch by M.Bandy."
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,3,Denver Broncos,0,1,0,7 Yard Run,1st & 10 at DEN 16,12:20 3rd,— J.Dobbins up the middle to DEN 23 for 7 yards (D.Porter; I.Pola-Mao).
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,3,Denver Broncos,0,2,0,2 Yard Run,2nd & 3 at DEN 23,11:43 3rd Shotgun,— J.Dobbins right guard to DEN 25 for 2 yards (J.Adams; T.Wilson).
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,3,Denver Broncos,0,3,0,1 Yard Run,3rd & 1 at DEN 25,10:57 3rd,— B.Nix up the middle to DEN 26 for 1 yard (T.Booker).
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,3,Denver Broncos,0,4,0,13 Yard Pass,1st & 10 at DEN 26,10:27 3rd,— B.Nix pass short right to A.Prentice pushed ob at DEN 39 for 13 yards (C.Snowden).
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,3,Denver Broncos,0,5,0,7 Yard Run,1st & 10 at DEN 39,09:47 3rd Shotgun,— J.Dobbins left end to DEN 46 for 7 yards (E.Roberts; J.Chinn).
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,3,Denver Broncos,0,6,0,2 Yard Run,2nd & 3 at DEN 46,09:11 3rd,— J.Dobbins right guard to DEN 48 for 2 yards (M.Crosby; J.Chinn).
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,3,Denver Broncos,0,7,0,7 Yard Run,3rd & 1 at DEN 48,08:29 3rd,— J.Dobbins left end ran ob at LV 45 for 7 yards (D.White).
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,3,Denver Broncos,0,8,0,7 Yard Pass,1st & 10 at LV 45,07:53 3rd Shotgun,— B.Nix pass short middle to R.Harvey to LV 38 for 7 yards (D.Porter) [J.Laulu].
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,3,Denver Broncos,0,9,0,-5 Yard Penalty,2nd & 3 at LV 38,07:15 3rd Shotgun,"— PENALTY on DEN-L.Wattenberg, False Start, 5 yards, enforced at LV 38 - No Play."
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,3,Denver Broncos,0,10,0,7 Yard Run,2nd & 8 at LV 43,07:06 3rd Shotgun,— R.Harvey up the middle to LV 36 for 7 yards (D.White; J.Chinn).
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,3,Denver Broncos,0,11,0,-5 Yard Sack,3rd & 1 at LV 36,06:25 3rd,— C.Sutton sacked at LV 41 for -5 yards (C.Snowden).
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,3,Denver Broncos,0,12,0,Field Goal No Good,4th & 6 at LV 41,05:39 3rd,"— W.Lutz 59 yard field goal is No Good, Short, Center-M.Fraboni, Holder-J.Crawshaw."
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,4,Las Vegas Raiders,0,1,0,Interception,1st & 10 at LV 49,05:34 3rd Shotgun,— G.Smith pass short middle intended for A.Jeanty INTERCEPTED by D.Tillman at DEN 44. D.Tillman to LV 33 for 23 yards (M.Mayer).
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,5,Denver Broncos,0,1,0,0 Yard Run,1st & 10 at LV 33,05:22 3rd,— J.Dobbins left tackle to LV 33 for no gain (M.Crosby).
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,5,Denver Broncos,0,2,0,-10 Yard Penalty,2nd & 10 at LV 33,04:41 3rd Shotgun,"— B.Nix pass incomplete short right. PENALTY on DEN-T.Franklin, Offensive Pass Interference, 10 yards, enforced at LV 33 - No Play."
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,5,Denver Broncos,0,3,0,2 Yard Run,2nd & 20 at LV 43,04:34 3rd Shotgun,— J.Dobbins up the middle to LV 41 for 2 yards (T.Wilson).
2025,Week 10,THU,11/06,Raiders,Broncos,3rd Quarter,5,Denver Broncos,0,4,0,2 Yard Pass,3rd & 18 at LV 41,"03:55 3rd No Huddle, Shotgun",— B.Nix pass short right to A.Trautman to LV 39 for 2 yards (L.Johnson).
